"Nama dan Tanggal","Nama","Tanggal","Rating","Review"
"Endang Purwanti 21 Februari 2021 	","Endang Purwanti","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dengan adanya halodoc ini sangat membantu kami bila sedang tidak sehat, penanganan cepat dan mudah diakses terimakasih"
"Nurlita Fadhilah Isnaini 21 Februari 2021 	","Nurlita Fadhilah Isnaini","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali, mudah mudah dengan saya konsultasi di halodoc bisa segera sembuh"
"TITA NM 23 Februari 2021 	","TITA NM","23 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Gak jelas ni aplikasi Lemot ,gak pernah nanggapin lagi keluar lagi keluar lagi gak jelas!"
"palupi pradipta 11 April 2021 	","palupi pradipta","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Disaat darurat, bisadiandalkan"
"praftiwi umitri 17 Februari 2021 	","praftiwi umitri","17 Februari 2021","Diberi rating 3 bintang dari 5 bintang","Masa telat bbrpa menit doang langsung dibatalkan jadwal konsul & uang juga gak refund. Chat botnya CS juga payah, gak bisa ngrespon"
"Yuni Harmi 2 April 2021 	","Yuni Harmi","2 April 2021","Diberi rating 5 bintang dari 5 bintang","Trimaksh halodok saran saya kami diberi resep terbagus ya agar gak usah tatap muka sama dokter dulu"
"Sitti Rahmatiah 1 Maret 2021 	","Sitti Rahmatiah","1 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu, konsultasi sekaligus obat langsung diterima, terimakasih hallo dokter👍👍"
"Wiya Yanty 16 Maret 2021 	","Wiya Yanty","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bagus dokternya baik dan saya br pertama kali pake jd kaget bs lgsg bl obat nya pake gojek keren si ini..membantu banget"
"mardiyono yoyok 20 Februari 2021 	","mardiyono yoyok","20 Februari 2021","Diberi rating 3 bintang dari 5 bintang","Bagus, layanan CSnya response cepat. Tolong aplikasi lemot dan hanya sedikit dokter yang bisa menggunakan asuransi fwd"
"muhammad rohmat 5 April 2021 	","muhammad rohmat","5 April 2021","Diberi rating 4 bintang dari 5 bintang","Sangat bermanfaat bagi kesehatan"
"Nur Hasanah 16 April 2021 	","Nur Hasanah","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Dimudahkan dalam membeli obat"
"Tiket Pesawat www.belanjatiket.net 5 Maret 2021 	","Tiket Pesawat www.belanjatiket.net","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu konsul dgn dokter pelayanan ramah jelas dan membantu memberikan solusi."
"Purwanto 1707 7 April 2021 	","Purwanto 1707","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Mudah dan cepat informasinya"
"Didin Sanusi 3 April 2021 	","Didin Sanusi","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Halodoc mantap, konsultasi dokter cepet di respon dan ramah terima kasih"
"ROG 16 Februari 2021 	","ROG","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Mantab, jadi membantu banget apalagi kalau seumpama jauh dr rumah sakit atau puskesmas"
"sekar kantil 5 Maret 2021 	","sekar kantil","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Saya puas banget dengan pelayanan halodoc terimakasih banyak telah membantu kami ..."
"monica kusumajati 17 Maret 2021 	","monica kusumajati","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","pertama kali menggunakan aplikasi ini konsultasi dengan dr angga mintarsa, 👍🏻👍🏻👍🏻 terimakasih dokter"
"Setiahadi Lesmana 20 April 2021 	","Setiahadi Lesmana","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi sangat membantu saat ingin berkonsultasi tentang kesehatan"
"Ndah rahma 23 Februari 2021 	","Ndah rahma","23 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dan solusi yang baik dr dokter terpercaya dan pengalaman, okeeeh banget👍"
"Veronica Yourike 22 April 2021 	","Veronica Yourike","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali"
"Suhartina Sutarya 5 April 2021 	","Suhartina Sutarya","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Penjelasan dari dokter baik 👍👍"
"Febby Bilqis 17 April 2021 	","Febby Bilqis","17 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi terbaik yg pernah ada. ❤❤❤"
"claudia reawaru 6 Maret 2021 	","claudia reawaru","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali, dan selalu cocok dengan resep dokter, Terima kasih.."
"Merlin Warere 16 April 2021 	","Merlin Warere","16 April 2021","Diberi rating 5 bintang dari 5 bintang","aplikasi yang sangat membantu"
"Dinny Andriani 6 April 2021 	","Dinny Andriani","6 April 2021","Diberi rating 5 bintang dari 5 bintang","penjelasan nya sgt jelas dan detail,sehingga dapat gdn mudah di mengeeti"
"JOY FADLY 18 20 April 2021 	","JOY FADLY 18","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bermanfaat untuk semua orang"
"Bobby A.R 6 April 2021 	","Bobby A.R","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Bismillah semoga bermanfaat"
"Igus Tin 4 April 2021 	","Igus Tin","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Cepat menjawab keluhan pasien"
"Luthfan L. Rahman 13 Februari 2021 	","Luthfan L. Rahman","13 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya komunikatif. ramah dan sabar dalam menjawab pertanyaan. sarannya cukup jelas . overall OK. thx u dokter"
"linda tari 13 Maret 2021 	","linda tari","13 Maret 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu dalam era pandemi ssperti sekarang, semoga terus ditingkatkan layanannya."
"suryanto tanzil 13 Februari 2021 	","suryanto tanzil","13 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokter ny baik baik. Cepat dan obat yg d kasi obat terbaik.. saya selalu langganan d sini.."
"Rahmat Setia 9 Februari 2021 	","Rahmat Setia","9 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Parah.. Konsul aja bayar.. kapan Indonesia merdeka dari Mapia kaya gini.."
"Mbah Mu 11 April 2021 	","Mbah Mu","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih telah membantu kami"
"Rizal Fadilah 29 Maret 2021 	","Rizal Fadilah","29 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Saya order ga bisa2x. Selalu ada notif ada yang salah. Coba lagi"
"zarkasi asnawi 18 April 2021 	","zarkasi asnawi","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus semoga bisa lebih baik"
"AMIR ELECTRA 23 Februari 2021 	","AMIR ELECTRA","23 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Bagaimana cara saya mengakses akun yang nomor telepon nya hilang ? Mohon bantuannya"
"Naufal Zidan pratama 10 Maret 2021 	","Naufal Zidan pratama","10 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terbtu dengan adanya halo doc,,ga perlu kerumah sakit Alhamdulillah sembuh dari sakit"
"Syaefudin Achya 11 Maret 2021 	","Syaefudin Achya","11 Maret 2021","Diberi rating 5 bintang dari 5 bintang","gak ribet ke apotik ada Halodoc sering pake Halodoc selalu puas... gak perlu keluar rumah"
"DK Surya 10 Maret 2021 	","DK Surya","10 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Baiknya arahkan pembelian obat di apotik terdekat dr rmh pasien..terima kasih."
"Rudi Herdiawan 25 Februari 2021 	","Rudi Herdiawan","25 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi ini sangat membantu apalagi di saat pandemik seperti sekarang ini banyak manfaatnya untuk saskit gejala ringan"
"Winda Dyah Ayu 14 Februari 2021 	","Winda Dyah Ayu","14 Februari 2021","Diberi rating 1 bintang dari 5 bintang","tolong berikan filter berdasarkan wilayah tempat praktek. masa harus cek satu-satu."
"Luh Putu Ari Widiani 17 Maret 2021 	","Luh Putu Ari Widiani","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pertama kali pakai halodoc, lumayan bikin tenang konsultasi dengan dokternya.."
"Dina Zilaell 19 April 2021 	","Dina Zilaell","19 April 2021","Diberi rating 5 bintang dari 5 bintang","Keren sih bs pake asuransi jg"
"fenti tenda 24 Februari 2021 	","fenti tenda","24 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu apalagi di masa pandemi begini tidak perlu keluar rumah utk konsultasi"
"Edi Jhon 2 Maret 2021 	","Edi Jhon","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Halo dock saya ingin rutin priksa setiap tanggal yg saya tentukan sesuai kehamilan saya setiap perbulan saya mohon kebijakan pak ibu dockter"
"widuri afila 14 April 2021 	","widuri afila","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Udh 2x konsul d sn. Sy suka"
"Nur Aeni 23 Februari 2021 	","Nur Aeni","23 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Pengemasan cepet, pengiriman cepet, klo Lg kepepet malem malem butuh obat juga gk kalah cepet, thx halodoc..."
"Haikal 17 Februari 2021 	","Haikal","17 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bermanfaat, lebih efisien waktu, tenaga dan biaya..tks yaa.."
"Susan Amalia 24 Maret 2021 	","Susan Amalia","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah dan memberikan solusi yang sesuai dengan kondisi kita ketika konsultasi"
"Hesti Nurul K 7 Maret 2021 	","Hesti Nurul K","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu pada saat pandemi. Chat dg dokter cepat direspon dan profesional"
"yaqdhan adelio 19 April 2021 	","yaqdhan adelio","19 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantappp...sangat membantu"
"Deandra Aurelya callista 26 Februari 2021 	","Deandra Aurelya callista","26 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu, dan cepat untuk kondisi mendesak dan untuk pasien yang tdk punya cukup waktu datangke rs"
"Herra Quentien 27 Februari 2021 	","Herra Quentien","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu terutama di saat kondisi mendadak atau mendesak....thank you so much semoga tambah sukses"
"viona 24 Februari 2021 	","viona","24 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Alhamdulillah... bisa konsul d halodoc ini... berasa ngobrol langsung ini sama dokter nya...."
"Hendra Jitu 4 April 2021 	","Hendra Jitu","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yg sangat membantu"
"iit qhufa 22 Februari 2021 	","iit qhufa","22 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Hari gini takut ke rumahsakit . Disini dokternya oke2 banget .maacihalodoc"
"Sartika Tika 12 Februari 2021 	","Sartika Tika","12 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih halodoc saya jd bisa konsultasi sama dokter ,dokternya pun ramah cepat bales chatt juga 😊😊"
"Muhammad Nurul Arifin 19 Maret 2021 	","Muhammad Nurul Arifin","19 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu saya mengenali penyakit kucing saya dengan konsultasi dokter hewan"
"gravita alfiani 22 April 2021 	","gravita alfiani","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Ngebantu banget ketika sakit"
"eky risky Alfadillah 21 Maret 2021 	","eky risky Alfadillah","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yang sangat penting bagi kehidupan kita, di saat lagi butuh obat dll bisa tinggal order aja ."
"Agustin Adittya 21 Februari 2021 	","Agustin Adittya","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokter menjawab semua pertanyaan dg jelas, sy sangat terbantu dlm merawat suami. Terimakasih halodoc"
"Dewi mutmainnah 12 Maret 2021 	","Dewi mutmainnah","12 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Sejauh ini bagus membantu disaat susah keluar cari obat, aplikasiny cepat dan lengkap 👍"
"Marlina Sri 9 Maret 2021 	","Marlina Sri","9 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dimasa pandemi utk mengurangi kontak langsung dgn siapapun termasuk dokter"
"Yohanes Irwan Yunior Yunior 3 Maret 2021 	","Yohanes Irwan Yunior Yunior","3 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Dokter yang melayani,meskipun gratis respon nya cepat.kaaih bintang 4 dulu krn baru 1 kali mencoba konsultasi🙂"
"Muhammad 5 Maret 2021 	","Muhammad","5 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah... terima kasih...layanan cepat... sangat membantu"
"Dewi soi 20 Februari 2021 	","Dewi soi","20 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Bagus, penjelasan dokternya detail dan pakai gambar tubuh, jadi lebih cepat dan gampang buat kita"
"Hanif Fajar 26 Maret 2021 	","Hanif Fajar","26 Maret 2021","Diberi rating 5 bintang dari 5 bintang","aplikasi ini sangat membantu tp sayang tidak bisa bayar pake ovvo😊"
"M.N.Cholis Chennal 21 Februari 2021 	","M.N.Cholis Chennal","21 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Bagus,bermanfaat,respon cepat,baik,tanggap, sangat membantu."
"Neng Asri 22 Februari 2021 	","Neng Asri","22 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Bingung harus tanya kemana ,ada aplikasi ini sangat membantu terimakasih yah"
"Md Ali Nurdwidono 6 Maret 2021 	","Md Ali Nurdwidono","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Menolong adanya halodoc,semoga semakin membantu masyarakat ,banyak kemudahan"
"said amry 29 Maret 2021 	","said amry","29 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu selama masa covid-19 jadi ngga perlu keluar rumah"
"Melani Gustina 12 April 2021 	","Melani Gustina","12 April 2021","Diberi rating 5 bintang dari 5 bintang","Membantu bgt, trimakasih"
"Sunarto Kejar 17 Februari 2021 	","Sunarto Kejar","17 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah... Aplikasi ini sangat2 membantu, pelayanannya juga cepat. Mantap..."
"Junia Eka 4 Maret 2021 	","Junia Eka","4 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Tolong fitur Free chat dari Asuransi untuk semua spesialis dokter jngn hanya dokter umum saja"
"Alya Arifin 25 Februari 2021 	","Alya Arifin","25 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Tulisan sudh terhubung dgn dokter,saldo sudah terpotong tpi ga bisa tuh chat or ngimong ma dokternya.. Aplikasi eek."
"Muhammad Iqbal Yunus 5 April 2021 	","Muhammad Iqbal Yunus","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Bisa konsul dengan cepat"
"HERI YUNI CHANNEL 9 April 2021 	","HERI YUNI CHANNEL","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih sangat membantu"
"Radhen Dinata 10 April 2021 	","Radhen Dinata","10 April 2021","Diberi rating 1 bintang dari 5 bintang","Responnya sangat sangat sangat lamaaaaaa sekaliiiii"
"Adrian 16 7 Maret 2021 	","Adrian 16","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokter nya ramah dan lansung ke point penjelasan penyakitnya. Pertahankan yaa"
"intan indriasari 21 Maret 2021 	","intan indriasari","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sungguh bermanfaat disaat pandemi dan memiliki anak kecil yg sakit tengah malam"
"Pevi A. 19 Februari 2021 	","Pevi A.","19 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih, aplikasi ini sangat membantu saya dalam konsultasi masalah kesehatan"
"nurul maulia 25 Maret 2021 	","nurul maulia","25 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bener bener detail , membantu sekali para dokternyaaa , dikasih resep obat juga ."
"Henriette Kalay 27 Maret 2021 	","Henriette Kalay","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Tengah malam juga dokternya tetap sabar melayani konsultasi....keren dr. Charles"
"FAKD Family 19 Maret 2021 	","FAKD Family","19 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Kenapa akhir akhir ini ambilnya obat selalu jauh dari rumah saya kasihan gojeknya"
"Kumala Permata 2 April 2021 	","Kumala Permata","2 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat sangat membantu dan biaya komsul plus obat terjamgkau Terimakasih"
"Triyanah 70 24 Februari 2021 	","Triyanah 70","24 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sejauh ini ulasan yg diberikan dokter baik dan obat yg direkomendasikan jg bagus.. Trimakasih dokter"
"Petricia Kurniawan 29 Maret 2021 	","Petricia Kurniawan","29 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu aplikasi ini berhubunham demgam dokter apa lagi saat pandemi seperti imi"
"Gus Yanto 24 Maret 2021 	","Gus Yanto","24 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Saya kasih 1 bintang dulu krn order saya sdh bayar tapi status cancel dan uang blm tau lari kemana.... Kalau uang sdh balik, baru saya kasih bintang 3 Transaksi 69QLO6-3363 kenapa di cancel"
"Nuke Masyrifah 2 Maret 2021 	","Nuke Masyrifah","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dlm keadaan pandemi seperti ini. Tidak harus keluar rumah."
"Euiss Aisyah 18 Maret 2021 	","Euiss Aisyah","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Senang sekali konsultasi dgn dokter nya...alhamdulillah saya jadi tenang"
"Ahmad Bawel59 10 April 2021 	","Ahmad Bawel59","10 April 2021","Diberi rating 5 bintang dari 5 bintang","aplikasi ini sangat bagus"
"Technical Advisor 11 Maret 2021 	","Technical Advisor","11 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu untuk mendapatkan informasi tentang kesehatan atau hal yang kita butuhkan"
"Nein Fazrin 15 Februari 2021 	","Nein Fazrin","15 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Puas banget sangat membantu terimakasi aplikasi Halodic dan untuk dokter yang bertugas"
"_ Dellvira 20 Maret 2021 	","_ Dellvira","20 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Susah banget buat hubungkan ke gopay padahal pin udah betul, tapi dibilang salah"
"Riez Gunawarman 20 Maret 2021 	","Riez Gunawarman","20 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih..aplikasi sangat membantu terutama disaat pandemi ini..."
"yani wihamjatillah 27 Februari 2021 	","yani wihamjatillah","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Pesan pertama kali. Alhamdulillah lancar dan cepwt bamget sampainya."
"Alian Saleh 23 Maret 2021 	","Alian Saleh","23 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Hallo doc tolong sertifikat vaksin yg kemaren di vaksin kenapa belum keluar..mkn bukan hallodoc yg mengeluarkan tapi tolong usut.kan yg jelek hallodoc sendiri.tolong difollow up kendala ini.makasih"
"Muchammad Xanandy 21 April 2021 	","Muchammad Xanandy","21 April 2021","Diberi rating 5 bintang dari 5 bintang","thanks sangat membantu!"
"desi nur hikmawati 19 Maret 2021 	","desi nur hikmawati","19 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Cepat dalam penanganan, trima ksih untuk halodoc,.saya sangat terbantu disaat kondisi mendesak"
"Hua Kok 8 Maret 2021 	","Hua Kok","8 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu , apa lagi dengan keadaan lagi pandemi covid , mantap"
"Ratu Aini 1 April 2021 	","Ratu Aini","1 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu untuk konsultas dll semoga saya cocok dgn obatnya aamiin"
"suhartanto chan 10 Maret 2021 	","suhartanto chan","10 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Halodoc sangat bermanfaat konsultasi kesehatan dengan cepat kapan saja. 👍😊"
"Intan Yuresa 4 Maret 2021 	","Intan Yuresa","4 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Ka tlong ya di percepat prosesnya jangan lama lama saya mau tes pcr dri kmaren nunggu blom di acc gmna ini mna saya lagi butuh cpet"
"m fatkhu rizqi 2 Maret 2021 	","m fatkhu rizqi","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Hallo dok minta tolong area di perluas Untuk daerah Jawa timur khususnya Blitar"
"Adea Levie 6 April 2021 	","Adea Levie","6 April 2021","Diberi rating 4 bintang dari 5 bintang","Penjelasan sangat baik"
"Renata Zealeviana 17 Maret 2021 	","Renata Zealeviana","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali disaat situasi pandemi seperti ini..tidak perlu repot"" keluar rumah"
"Isadella Syella febriansyah 16 Maret 2021 	","Isadella Syella febriansyah","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Saya sukaa.. memudahkan saya yg terbilanh sibuk untuk memeriksakan ke dokter"
"Lusi Wijaya 27 Maret 2021 	","Lusi Wijaya","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya sangat ramah & membantu,terimakasih halodoc,"
"M Batam 13 April 2021 	","M Batam","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus dan sangat membantu"
"FAROZ BOOMERANG 18 Februari 2021 	","FAROZ BOOMERANG","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah dalam kondisi Pandemic bisa berobat dari rumah saja lewat Halodoc."
"Nining Novianti 12 Maret 2021 	","Nining Novianti","12 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu untuk mencari solusi tentang kesehatan.terimakasih halodoc"
"Riyadi Solihin 20 Maret 2021 	","Riyadi Solihin","20 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi ini cukup membantu, ga usah ribet antre saat mau beli obat."
"intan fidiya ashari 16 April 2021 	","intan fidiya ashari","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Cepat direspon.. diberi solusi"
"Putri Prawitasari 27 Februari 2021 	","Putri Prawitasari","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","membantu sekali,cukup upload resep dan tinggal tunggu obat datang,ga perlu antri ke apotek"
"Mas Wah 13 Maret 2021 	","Mas Wah","13 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Akan lebih bagus lagi bila ada opsi memberi tips ke driver gojeknya..."
"Irvan Suhendra 28 Februari 2021 	","Irvan Suhendra","28 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Bener-bener recomend dan sangat membantu , terimakasih banyak halodoc 👌"
"Hi_via alv 26 Februari 2021 	","Hi_via alv","26 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Mantap, rekomendasi bgt untuk yg mau konsul tanpa pergi ke rumah sakit"
"Ratna Sugihartini 12 April 2021 	","Ratna Sugihartini","12 April 2021","Diberi rating 5 bintang dari 5 bintang","Selalu bisa diandalkan"
"soraya Anandaputri 12 Maret 2021 	","soraya Anandaputri","12 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Kenapa sekarang aplikasinya lemot sekali sering macet tolong servernya di perbaiki,trimakasih"
"Ahmad Hafidz Irsyada 8 Maret 2021 	","Ahmad Hafidz Irsyada","8 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Tolong diberikan alasan kenapa pesanan dibatalkan. Tau tau batal."
"Imam Sugianto 23 April 2021 	","Imam Sugianto","23 April 2021","Diberi rating 5 bintang dari 5 bintang","Lebih mudah dan cepat"
"Sevania D.A 2 April 2021 	","Sevania D.A","2 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu apk ini , terimakasih untuk para dokter"
"Dinni Wahyuni 21 Maret 2021 	","Dinni Wahyuni","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah bisa berbicara dengan yang lebih ahli tidak self diagnosis"
"Kalyka Ndut 8 Maret 2021 	","Kalyka Ndut","8 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat terbantu dengan ada nya aplikasi halodoc dalam kondisi pandemi covid 19"
"Nurliza Ilham 19 Februari 2021 	","Nurliza Ilham","19 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu untuk beli obat urgent kapanpun . Makasih halodoc dan gojek"
"tian irawan 18 Maret 2021 	","tian irawan","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di saat darurat. Konsultasi dan obat di antar sampai rumah dengan biaya terjangkau."
"Dwi Setyaningsih 28 Maret 2021 	","Dwi Setyaningsih","28 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah.. sangat membantu kami yang sedang isoman"
"Izhan Putra 19 April 2021 	","Izhan Putra","19 April 2021","Diberi rating 5 bintang dari 5 bintang","Okeee banget sangat membantu"
"Median BS 21 April 2021 	","Median BS","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah"
"etty setiastuty 16 Maret 2021 	","etty setiastuty","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat puas dengan pelayanan Halodoc Sangat baik untuk saya dan keluarga"
"loriko budi 18 April 2021 	","loriko budi","18 April 2021","Diberi rating 4 bintang dari 5 bintang","Kadang barangnya kosong"
"Mega Ayu Rahmawati 15 April 2021 	","Mega Ayu Rahmawati","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Solusi di saat pandemi"
"Diana Dian 3 Maret 2021 	","Diana Dian","3 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Respon dokter cepat Penyampaian padat dan jelas Puas dengan pelayanan di halodoc"
"Dhanis 25 Februari 2021 	","Dhanis","25 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Kalo pas nemu dokter asyk ya asyik. Ada dokter super jutek juga lo...."
"Sapriadi Alrasul 23 April 2021 	","Sapriadi Alrasul","23 April 2021","Diberi rating 5 bintang dari 5 bintang","Membantu sekali"
"Gagah Firmansyah 22 April 2021 	","Gagah Firmansyah","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Simple dan gak ribet."
"Holli Artha 4 Maret 2021 	","Holli Artha","4 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terbantukan shg tdk perlu ke RS pada saat pandemi ini. Suka....n"
"Salwa Ica 22 April 2021 	","Salwa Ica","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Baik sangat care"
"Vitri Ani 7 April 2021 	","Vitri Ani","7 April 2021","Diberi rating 1 bintang dari 5 bintang","Tdk bs installl sampe skrg dari hr minggu"
"dwiprasetyo prasetyo 15 Februari 2021 	","dwiprasetyo prasetyo","15 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Konsultasi dokter ramah ,pengiriman obat super cepat, terimakasih"
"Taufick Hidayat 27 Februari 2021 	","Taufick Hidayat","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Bisa memberikan surat keterangan sakit dari dokter untuk tempat bekerja?"
"Cabe Rawet 22 Maret 2021 	","Cabe Rawet","22 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokernya ramah2 sekali. Chat jam 3 pagi juga dilayani dengan baik"
"andy hamzah 2 Maret 2021 	","andy hamzah","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Fast respon Dokternya, ditanya kondisi, diberi arahan dan resep obat"
"Alfi Maharani 18 April 2021 	","Alfi Maharani","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali"
"Meitisa Nuraini 2 Maret 2021 	","Meitisa Nuraini","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya mantap, hanya saja wilayah untuk pengantaran obat kurang luas"
